Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Story Focus,Gameplay Focus,Series
Evolution Worlds,2002.0,Role-Playing,Ubisoft,0.06,0.02,0.0,0.0,0.08,63.0,20.0,8.0,10.0,Sting,E,,x,
Evolve,2015.0,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76.0,46.0,4.3,894.0,Turtle Rock Studios,M,,x,
Evolve,2015.0,Shooter,Take-Two Interactive,0.37,0.2,0.0,0.06,0.64,74.0,31.0,5.1,336.0,Turtle Rock Studios,M,,x,
Evolve,2015.0,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,77.0,39.0,4.3,969.0,Turtle Rock Studios,M,,x,
ExciteBots: Trick Racing,2009.0,Racing,Nintendo,0.24,0.0,0.0,0.02,0.26,77.0,29.0,8.6,26.0,Monster Games Inc.,E,,x,
Excite Truck,2006.0,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,72.0,57.0,8.4,83.0,Monster Games Inc.,E,,x,
ExerBeat,2010.0,Sports,Namco Bandai Games,0.1,0.16,0.0,0.03,0.29,60.0,9.0,7.6,5.0,Namco Bandai Games,E,,x,
Exist Archive: The Other Side of the Sky,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.05,0.0,0.06,71.0,8.0,8.3,12.0,Tri-Ace,T,x,x,
Exist Archive: The Other Side of the Sky,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,13.0,7.9,16.0,Tri-Ace,T,x,x,
Exit,2005.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,77.0,36.0,7.7,13.0,Taito Corporation,E,,x,
Exit DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.7,6.0,Moss,E,,x,
Extermination,2001.0,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,67.0,19.0,7.8,19.0,Deep Space,M,,x,
EyePet,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70.0,35.0,8.2,20.0,SCEE London Studio,E,,x,
EyeToy: AntiGrav,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,71.0,38.0,7.8,5.0,Harmonix Music Systems,E,,x,
EyeToy: Groove,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,73.0,34.0,8.0,5.0,SCEE,E,,x,
EyeToy: Kinetic,2005.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,78.0,32.0,8.3,11.0,SCEE London Studio,E,,x,
EyeToy Play,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,"SCEE, Zoe Mode",E,,x,
EyeToy Play 2,2004.0,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38,78.0,30.0,7.0,9.0,SCEE,E10+,,x,
F.E.A.R.,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,85.0,44.0,7.3,131.0,Day 1 Studios,M,x,x,x
F.E.A.R.,2007.0,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,0.54,72.0,31.0,7.4,64.0,Day 1 Studios,M,x,x,x
F.E.A.R. 2: Project Origin,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.52,77.0,68.0,8.0,114.0,Monolith Productions,M,x,x,x
F.E.A.R. 2: Project Origin,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.19,0.2,0.01,0.08,0.47,79.0,48.0,7.9,98.0,Monolith Productions,M,x,x,x
F.E.A.R. 2: Project Origin,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.02,0.05,0.0,0.01,0.07,79.0,49.0,7.8,520.0,Monolith Productions,M,x,x,x
F.E.A.R. 3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,74.0,48.0,7.1,103.0,Day 1 Studios,M,,x,x
F.E.A.R. 3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45,75.0,71.0,7.0,139.0,Day 1 Studios,M,,x,x
F.E.A.R. 3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,74.0,34.0,5.9,420.0,Day 1 Studios,M,,x,x
F.E.A.R. Files,2007.0,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09,66.0,43.0,7.1,16.0,"TimeGate Studios, Day 1 Studios",M,,x,
F.E.A.R. Perseus Mandate,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,61.0,27.0,7.3,106.0,TimeGate Studios,M,,x,
F1 2001,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,83.0,13.0,8.3,9.0,EA Sports,E,,x,
F1 2001,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,83.0,11.0,5.5,8.0,EA Sports,E,,x,
F1 2002,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,81.0,11.0,6.4,10.0,Visual Sciences,E,,x,
F1 2002,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,72.0,7.0,7.8,4.0,EA Sports,E,,x,
F1 2009,2009.0,Racing,Codemasters,0.15,0.62,0.0,0.11,0.87,69.0,29.0,7.2,30.0,Sumo Digital,E,,x,
F1 2009,2009.0,Racing,Codemasters,0.08,0.29,0.0,0.16,0.52,68.0,23.0,7.2,14.0,Sumo Digital,E,,x,
F1 2010,2010.0,Racing,Codemasters,0.25,0.75,0.08,0.26,1.34,84.0,46.0,7.8,83.0,Codemasters Birmingham,E,,x,
F1 2010,2010.0,Racing,Codemasters,0.18,0.59,0.01,0.1,0.88,84.0,43.0,7.5,65.0,Codemasters Birmingham,E,,x,
F1 2010,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05,84.0,15.0,6.6,99.0,Codemasters Birmingham,E,,x,
F1 2011,2011.0,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,36.0,7.1,55.0,Codemasters,E,,x,
F1 2011,2011.0,Racing,Codemasters,0.11,0.5,0.01,0.09,0.72,84.0,61.0,7.1,54.0,Codemasters,E,,x,
F1 2011,2011.0,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0,Codemasters,E,,x,
F1 2011,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,59.0,15.0,6.8,13.0,Codemasters,E,,x,
F1 2011,2011.0,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66.0,27.0,6.2,25.0,Codemasters,E,,x,
F1 2012,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,23.0,7.5,54.0,Codemasters,E,,x,
F1 2012,2012.0,Racing,Codemasters,0.1,0.34,0.0,0.05,0.49,84.0,42.0,6.9,56.0,Codemasters,E,,x,
F1 2012,2012.0,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,Codemasters,E,,x,
F1 2013,2013.0,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,77.0,22.0,6.3,40.0,Codemasters Birmingham,E,,x,
F1 2013,2013.0,Racing,Codemasters,0.01,0.27,0.0,0.02,0.3,79.0,29.0,6.6,33.0,Codemasters,E,,x,
F1 2014,2014.0,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62.0,19.0,4.1,28.0,Codemasters Birmingham,E,,x,
F1 2014,2014.0,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,64.0,14.0,4.1,20.0,Codemasters Birmingham,E,,x,
F1 2014,2014.0,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61.0,20.0,4.8,65.0,Codemasters Birmingham,E,,x,
F1 2015,2015.0,Racing,Codemasters,0.09,0.45,0.03,0.1,0.66,65.0,46.0,6.3,43.0,Codemasters,E,,x,
F1 2015,2015.0,Racing,Codemasters,0.08,0.15,0.0,0.02,0.25,64.0,13.0,5.3,22.0,Codemasters,E,,x,
F1 2015,2015.0,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,13.0,3.6,63.0,Codemasters,E,,x,
F1 Career Challenge,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,15.0,7.7,15.0,Electronic Arts,E,,x,
F1 Race Stars,2012.0,Racing,Codemasters,0.06,0.19,0.0,0.06,0.32,61.0,27.0,5.6,34.0,Codemasters,E,,x,
F1 Race Stars,2012.0,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,64.0,33.0,5.7,22.0,Codemasters,E,,x,
F1 Race Stars,2012.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,62.0,8.0,5.4,46.0,Codemasters,E,,x,
Fable,2004.0,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,85.0,87.0,8.5,268.0,Big Blue Box,M,x,,x
Fable: The Journey,2012.0,Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28,61.0,70.0,4.8,80.0,Lionhead Studios,T,x,,x
Fable: The Lost Chapters,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,83.0,54.0,8.7,489.0,Lionhead Studios,M,x,,x
Fable II,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,Lionhead Studios,M,x,,x
Fable III,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,Lionhead Studios,M,x,,x
Fable III,2011.0,Role-Playing,Microsoft Game Studios,0.1,0.17,0.0,0.05,0.32,75.0,39.0,5.4,555.0,Lionhead Studios,M,x,,x
FaceBreaker,2008.0,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0,EA Canada,T,,x,
FaceBreaker,2008.0,Fighting,Electronic Arts,0.13,0.02,0.0,0.02,0.17,53.0,37.0,3.8,20.0,EA Canada,T,,x,
FaceBreaker K.O. Party,2008.0,Fighting,Electronic Arts,0.19,0.01,0.0,0.02,0.22,61.0,15.0,5.6,7.0,EA Canada,T,,x,
Fairy Fencer F,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0,Compile Heart,T,x,,x
Fairy Fencer F: Advent Dark Force,2015.0,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,71.0,21.0,6.2,34.0,Compile Heart,T,x,,x
Fairytale Fights,2009.0,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17,51.0,47.0,6.2,12.0,"Playlogic, The Game Factory",M,,x,
Fairytale Fights,2009.0,Action,Playlogic Game Factory,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6.0,22.0,"Playlogic, The Game Factory",M,,x,
Falcon 4.0: Allied Force,2005.0,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,90.0,7.0,8.6,37.0,Lead Pursuit,T,,x,
Fallout: Brotherhood of Steel,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,64.0,31.0,4.1,51.0,Interplay,M,,x,
Fallout: Brotherhood of Steel,2004.0,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,66.0,33.0,5.5,23.0,Interplay,M,,x,
Fallout: New Vegas,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,Obsidian Entertainment,M,x,,x
Fallout: New Vegas,2010.0,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,57.0,7.8,492.0,Obsidian Entertainment,M,x,,x
Fallout: New Vegas,2010.0,Role-Playing,Bethesda Softworks,0.59,0.45,0.0,0.14,1.17,84.0,39.0,8.6,2754.0,Obsidian Entertainment,M,x,,x
Fallout 3,2008.0,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,Bethesda Game Studios,M,x,x,x
Fallout 3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,Bethesda Game Studios,M,x,x,x
Fallout 3,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,91.0,48.0,7.9,3450.0,Bethesda Game Studios,M,x,x,x
Fallout 4,2015.0,Role-Playing,Bethesda Softworks,2.53,3.27,0.24,1.13,7.16,87.0,58.0,6.5,4228.0,Bethesda Game Studios,M,x,x,x
Fallout 4,2015.0,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,Bethesda Game Studios,M,x,x,x
Fallout 4,2015.0,Role-Playing,Bethesda Softworks,0.51,0.67,0.0,0.1,1.29,84.0,38.0,5.4,7512.0,Bethesda Game Studios,M,x,x,x
Family Feud: 2012 Edition,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,47.0,4.0,5.3,6.0,Ubisoft,E10+,,x,
Family Guy,2006.0,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,14.0,6.3,15.0,High Voltage Software,M,,x,
Family Guy: Back to the Multiverse,2012.0,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios,M,,x,
Family Guy: Back to the Multiverse,2012.0,Action,Activision,0.14,0.09,0.0,0.02,0.25,39.0,28.0,5.0,51.0,Heavy Iron Studios,M,,x,
Family Party: 30 Great Games,2008.0,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42.0,10.0,1.0,7.0,Tamsoft,E10+,,x,
Fantasia: Music Evolved,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+,,x,
Fantastic 4,2005.0,Action,Activision,0.41,0.01,0.0,0.07,0.5,64.0,42.0,7.8,19.0,7 Studios,T,,x,
Fantastic 4,2005.0,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,6.6,8.0,7 Studios,T,,x,
Fantastic 4,2005.0,Action,Activision,0.19,0.05,0.0,0.01,0.24,61.0,32.0,4.0,6.0,7 Studios,T,,x,
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39,36.0,7.0,6.4,17.0,7 Studios,T,,x,
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,Visual Concepts,T,,x,
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,45.0,30.0,5.4,16.0,Visual Concepts,T,,x,
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39.0,16.0,5.9,15.0,7 Studios,T,,x,
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8.0,4.8,13.0,7 Studios,E10+,,x,
Fantastic Pets,2011.0,Simulation,THQ,0.3,0.08,0.0,0.03,0.41,66.0,11.0,7.5,4.0,Blitz Games Studios,E,,x,
Fantasy Life,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73.0,51.0,8.6,209.0,"Level 5, Brownie Brown",E10+,,x,
Fantavision,2000.0,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,72.0,18.0,6.3,9.0,SCEJ,E,,x,
Far Cry,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.1,724.0,Crytek,M,,x,
Far Cry: Primal,2016.0,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,76.0,91.0,6.3,635.0,Ubisoft Montreal,M,,x,
Far Cry: Primal,2016.0,Action,Ubisoft,0.47,0.33,0.0,0.08,0.88,77.0,27.0,6.4,194.0,Ubisoft Montreal,M,,x,
Far Cry: Primal,2016.0,Action,Ubisoft,0.04,0.11,0.0,0.01,0.16,74.0,18.0,4.8,368.0,Ubisoft Montreal,M,,x,
Far Cry 2,2008.0,Action,Ubisoft,0.71,0.69,0.02,0.18,1.59,85.0,75.0,6.7,288.0,Ubisoft Montreal,M,,x,
Far Cry 2,2008.0,Action,Ubisoft,0.43,0.69,0.01,0.26,1.38,85.0,49.0,6.4,241.0,Ubisoft Montreal,M,,x,
Far Cry 2,2008.0,Action,Ubisoft,0.01,0.45,0.0,0.03,0.48,85.0,34.0,5.8,1345.0,Ubisoft Montreal,M,,x,
Far Cry 3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1041.0,Ubisoft Montreal,M,,x,
Far Cry 3,2012.0,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,91.0,39.0,8.6,1247.0,Ubisoft Montreal,M,,x,
Far Cry 3,2012.0,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96,88.0,43.0,8.2,3183.0,Ubisoft Montreal,M,,x,
Far Cry 4,2014.0,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,Ubisoft Montreal,M,,x,
Far Cry 4,2014.0,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,82.0,15.0,7.5,383.0,Ubisoft Montreal,M,,x,
Far Cry 4,2014.0,Shooter,Ubisoft,0.15,0.44,0.0,0.04,0.63,80.0,17.0,6.7,1064.0,Ubisoft Montreal,M,,x,
Far Cry Instincts,2005.0,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57,85.0,56.0,5.7,73.0,Ubisoft Montreal,M,,x,
Far Cry Instincts Evolution,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,15.0,6.3,32.0,Ubisoft Montreal,M,,x,
Far Cry Instincts Predator,2006.0,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.24,78.0,46.0,6.2,80.0,Ubisoft Montreal,M,,x,
Far Cry Vengeance,2006.0,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,38.0,23.0,5.3,53.0,Ubisoft Montreal,M,,x,
Farming Simulator 17,2016.0,Simulation,Focus Home Interactive,0.03,0.58,0.0,0.04,0.65,64.0,5.0,8.0,20.0,Giants Software,E,,x,
Farming Simulator 17,2016.0,Simulation,Focus Home Interactive,0.05,0.31,0.0,0.06,0.41,69.0,17.0,8.7,12.0,Maximum Games,E,,x,
Farming Simulator 2013,2012.0,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96,65.0,12.0,7.5,111.0,Giants Software,E,,x,
Farming Simulator 2013,2013.0,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.04,0.38,33.0,12.0,6.2,30.0,Giants Software,E,,x,
Farming Simulator 2013,2013.0,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,Giants Software,E,,x,
Fast Racing Neo,2016.0,Action,Nintendo,0.0,0.01,0.0,0.0,0.01,81.0,46.0,8.5,151.0,Shin'en,E,,x,
Fatal Frame,2001.0,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,74.0,22.0,8.9,72.0,Tecmo,T,x,x,
Fatal Frame,2002.0,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,77.0,17.0,8.6,16.0,Tecmo,T,x,x,
Fatal Frame: Maiden of Black Water,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,226.0,Koei Tecmo Games,M,x,x,
Fatal Frame II: Crimson Butterfly,2003.0,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,81.0,40.0,9.2,100.0,Tecmo,M,x,x,
Fatal Frame II: Crimson Butterfly Director's Cut,2004.0,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84.0,37.0,8.3,16.0,Tecmo,M,x,x,
Fatal Frame III: The Tormented,2005.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78.0,46.0,8.9,58.0,Tecmo,M,x,x,
Fatal Fury: Battle Archives Volume 1,2006.0,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,68.0,22.0,8.3,4.0,SNK Playmore,T,,x,
Fatal Inertia,2007.0,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13,61.0,30.0,4.2,19.0,Koei,E10+,,x,
Fate/Extra,2010.0,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,58.0,10.0,8.1,39.0,"Image Epoch, Imageepoch",T,,x,
Fat Princess: Fistful of Cake,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,SuperVillain Studios,T,,x,
Fear Effect 2: Retro Helix,2001.0,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84.0,15.0,8.9,17.0,Kronos Digital Entertainment,M,,x,
Fear Factor: Unleashed,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30.0,15.0,3.0,4.0,DC Studios,T,,x,
Feel the Magic XY/XX,2004.0,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29,75.0,55.0,8.1,18.0,Sonic Team,T,,x,
Ferrari Challenge Trofeo Pirelli,2008.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,71.0,37.0,6.2,26.0,Eutechnyx,E,,x,
Ferrari F355 Challenge,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,14.0,4.4,5.0,Sega AM2,E,,x,
Field Commander,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,77.0,53.0,7.8,31.0,"Sony Online Entertainment, Mind Control Software",T,,x,
FIFA 06: Road to FIFA World Cup,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62.0,39.0,6.0,34.0,EA Canada,E,,x,
FIFA 14,2013.0,Sports,Electronic Arts,0.78,4.24,0.07,1.37,6.47,86.0,37.0,4.3,576.0,EA Canada,E,,x,
FIFA 14,2013.0,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,EA Canada,E,,x,
FIFA 14,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87.0,26.0,6.3,616.0,EA Canada,E,,x,
FIFA 14,2013.0,Sports,Electronic Arts,0.41,0.66,0.0,0.09,1.16,88.0,22.0,5.8,328.0,EA Canada,E,,x,
FIFA 14,2013.0,Sports,Electronic Arts,0.01,0.36,0.0,0.03,0.4,87.0,6.0,4.6,441.0,EA Canada,E,,x,
FIFA 15,2014.0,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,82.0,47.0,5.7,988.0,EA Sports,E,,x,
FIFA 15,2014.0,Sports,Electronic Arts,0.6,1.42,0.0,0.16,2.18,82.0,33.0,5.4,347.0,EA Sports,E,,x,
FIFA 15,2014.0,Sports,Electronic Arts,0.0,0.27,0.0,0.02,0.28,82.0,9.0,4.2,383.0,EA Sports,E,,x,
FIFA 16,2015.0,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,82.0,42.0,4.3,896.0,EA Sports,E,,x,
FIFA 16,2015.0,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84.0,45.0,4.4,459.0,EA Sports,E,,x,
FIFA 16,2015.0,Sports,Electronic Arts,0.06,0.13,0.0,0.01,0.2,81.0,10.0,4.4,296.0,EA Sports,E,,x,
FIFA 17,2016.0,Sports,Electronic Arts,0.66,5.75,0.08,1.11,7.59,85.0,41.0,5.0,398.0,"EA Sports, EA Vancouver",E,,x,
FIFA 17,2016.0,Sports,Electronic Arts,0.43,2.05,0.0,0.17,2.65,84.0,50.0,5.5,201.0,"EA Sports, EA Vancouver",E,,x,
FIFA 17,2016.0,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12,84.0,12.0,4.2,160.0,"EA Sports, EA Vancouver",E,,x,
FIFA 2001 Major League Soccer,2000.0,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,85.0,10.0,7.8,5.0,EA Sports,E,,x,
FIFA Manager 12,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,11.0,3.9,24.0,Bright Future GmbH,E,,x,
FIFA Soccer,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,EA Canada,E,,x,
FIFA Soccer,2012.0,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79.0,45.0,7.2,79.0,Electronic Arts,E,,x,
FIFA Soccer 06,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,EA Canada,E,,x,
FIFA Soccer 06,2005.0,Sports,Electronic Arts,0.29,0.38,0.0,0.01,0.68,80.0,39.0,7.5,22.0,EA Canada,E,,x,
FIFA Soccer 06,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,EA Sports,E,,x,
FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36.0,EA Canada,E,,x,
FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81.0,28.0,7.1,47.0,EA Canada,E,,x,
FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,79.0,7.0,7.4,15.0,EA Canada,E,,x,
FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,82.0,43.0,7.9,57.0,EA Canada,E,,x,
FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65.0,13.0,6.1,26.0,EA Canada,E,,x,
FIFA Soccer 08,2007.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02,77.0,7.0,6.1,50.0,EA Canada,E,,x,
FIFA Soccer 09,2008.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,87.0,42.0,7.5,108.0,EA Canada,E,,x,
FIFA Soccer 09,2008.0,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,82.0,8.0,6.9,20.0,EA Canada,E,,x,
FIFA Soccer 09,2008.0,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87.0,51.0,8.0,106.0,EA Canada,E,,x,
FIFA Soccer 09,2008.0,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,84.0,8.0,8.9,21.0,EA Canada,E,,x,
FIFA Soccer 09,2008.0,Sports,Electronic Arts,0.12,0.31,0.0,0.06,0.49,84.0,5.0,6.1,31.0,EA Canada,E,,x,
FIFA Soccer 09,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,77.0,15.0,6.8,36.0,EA Canada,E,,x,
FIFA Soccer 09 All-Play,2008.0,Sports,Electronic Arts,0.28,0.51,0.0,0.09,0.89,80.0,18.0,8.4,22.0,EA Canada,E,,x,
FIFA Soccer 10,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,EA Sports,E,,x,
FIFA Soccer 10,2009.0,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,90.0,63.0,7.5,133.0,EA Sports,E,,x,
FIFA Soccer 10,2009.0,Sports,Electronic Arts,0.15,0.67,0.01,0.31,1.15,83.0,9.0,7.9,14.0,EA Sports,E,,x,
